"curly","dot.location","eqeqeq","vars.on.top","no.unused.vars","no.use.before.define","id.length","semi","max.len","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","codePerLine","mixLOC.1","paremeter","Url","X1","X2","X3","X4"
0,1,0,0,0,0,5,0,0,0,0,0,14,13,1,0,0,25.7142857142857,0,0,"http://rosettacode.org//wiki/Towers_of_Hanoi",0,0.958090840432689,0.0400287468141709,0.00178281580013783
0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,24.4,0,0,"http://rosettacode.org//wiki/Towers_of_Hanoi",0,0.999282506882221,0.000466017234305766,0.0001343095444144
1,0,1,1,0,0,0,3,0,0,0,0,12,12,0,0,0,25.4166666666667,0,0,"http://rosettacode.org//wiki/Singly-linked_list/Traversal",0,0.971554304737747,0.022001036001802,0.00634085802952952
0,0,0,0,0,0,8,3,0,0,0,0,37,30,7,0,0,24.6486486486486,0,0,"http://rosettacode.org//wiki/Singly-linked_list/Traversal",0.0115097718510458,0.816483618480828,0.171992124901811,0
7,0,1,3,0,0,4,8,0,0,0,0,60,59,1,0,0,27.8333333333333,0,2,"http://rosettacode.org//wiki/Tree_traversal",0,0.77587694062614,0.181544584429148,0.0425687058451805
0,2,0,1,0,18,10,0,0,0,0,0,76,72,1,0,3,26.1184210526316,0,0,"http://rosettacode.org//wiki/Tree_traversal",0,0.41604962038945,0.120312976695957,0.463802278080823
0,0,0,0,0,0,0,1,0,0,0,0,7,7,0,0,0,31.7142857142857,0,0,"http://rosettacode.org//wiki/Tree_traversal",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,4,0,4,0,2,4,0,0,0,0,0,98,87,12,1,0,32.5408163265306,1,0,"http://rosettacode.org//wiki/Tree_traversal",0.0324747502570361,0.541855178033611,0.413693024648113,0.0121168545441117
0,0,0,0,0,0,0,0,1,0,0,0,21,15,7,1,0,33.3333333333333,1,0,"http://rosettacode.org//wiki/Trigonometric_functions",0.058544096373263,0.844007481712987,0.097480749804556,0
10,0,10,1,1,3,4,0,4,2,0,3,76,71,0,0,5,31.6184210526316,0,0.6,"http://rosettacode.org//wiki/Truth_table",0,0.223958359572731,0.0348017898731317,0.741498403676215
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,47,0,0,"http://rosettacode.org//wiki/URL_decoding",0,0.999885053704143,0,0
0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,36,1,0,"http://rosettacode.org//wiki/URL_encoding",0.0384007371463518,0.961551018674575,0,0
0,0,0,0,0,0,3,0,4,0,0,0,41,41,10,10,0,78.0487804878049,10,0,"http://rosettacode.org//wiki/URL_parser",0.391432472654552,0.537666778562569,0.0382761007908518,0.0332165071095037
0,0,0,1,0,0,3,0,0,0,0,0,9,9,1,1,0,20.5555555555556,1,0,"http://rosettacode.org//wiki/Undefined_values",0.0388177567391522,0.951722692110982,0.00566257469159286,0.00375094617602811
0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,2,0,22.3333333333333,2,0,"http://rosettacode.org//wiki/Undefined_values",0.0778614586421326,0.922159034254098,0,0
0,0,0,0,0,0,1,1,0,0,0,0,6,6,1,1,0,36.8333333333333,1,0,"http://rosettacode.org//wiki/Unicode_variable_names",0.039502443047046,0.960448819799706,0,0
0,0,1,0,0,0,2,1,0,0,0,0,10,10,1,1,0,18,1,0,"http://rosettacode.org//wiki/Queue/Usage",0.0382108740101244,0.948108743388639,0.00908389802273965,0.00455137501297369
8,0,0,6,0,0,1,10,4,1,0,0,118,93,32,7,0,35.4322033898305,7,0,"http://rosettacode.org//wiki/Using_the_Meetup.com_API",0.331403902131961,0.120126685327386,0.54919054696606,0
0,0,0,1,0,0,2,1,0,0,0,0,9,9,1,1,0,20.6666666666667,1,0,"http://rosettacode.org//wiki/Closures/Value_capture",0.0388177567391522,0.951722692110982,0.00566257469159286,0.00375094617602811
0,2,0,1,0,0,5,1,0,0,0,0,17,16,1,0,0,22.4117647058824,0,0,"http://rosettacode.org//wiki/Closures/Value_capture",0,0.946207325227913,0.0492580405716695,0.00444276515090154
0,0,0,2,0,0,8,2,2,0,0,0,51,39,15,3,0,22.8823529411765,3,0.166666666666667,"http://rosettacode.org//wiki/Variables",0.149467085926598,0.613849046564402,0.236940481853284,0
1,0,0,1,0,0,1,1,0,0,0,0,7,7,0,0,0,26.5714285714286,0,0,"http://rosettacode.org//wiki/Variadic_function",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,35,0,0,"http://rosettacode.org//wiki/Variadic_function",0,0.999884401696705,0,0
0,0,3,0,0,0,15,0,0,1,0,0,61,53,6,1,3,21.8524590163934,1,2,"http://rosettacode.org//wiki/Vector_products",0.0507170211206741,0.414779518000886,0.107794369407396,0.426937752036363
0,0,0,4,0,0,4,0,3,0,0,0,22,18,4,0,0,28.3636363636364,0,2,"http://rosettacode.org//wiki/Vigen%C3%A8re_cipher",0.00736490427433186,0.898737857206356,0.093837995976396,0
0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,0,36.1428571428571,2,0,"http://rosettacode.org//wiki/Web_scraping",0.078963164542827,0.921056835379229,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,27.7142857142857,0,0,"http://rosettacode.org//wiki/Hello_world/Web_server",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,10.6,0,0,"http://rosettacode.org//wiki/Loops/While",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,3,0,0,0,0,0,18,18,0,0,0,19.8333333333333,0,3,"http://rosettacode.org//wiki/Loops/While",0,0.947787274328197,0.0404596235167993,0.0116607567310569
0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,1.9,0,0,"http://rosettacode.org//wiki/Loops/While",0,0.979476648207598,0.0158481734968022,0.00456755846235351
0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,1,34.8421052631579,0,0,"http://rosettacode.org//wiki/Guess_the_number/With_feedback",0,0.845009911767306,0.00671788551157315,0.148229798414057
0,0,0,3,1,0,0,0,0,0,0,0,12,11,1,0,0,31,0,2,"http://rosettacode.org//wiki/Word_wrap",0,0.96601318390254,0.033875884309171,9.51623296181516e-06
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29,0,0,"http://rosettacode.org//wiki/Word_wrap",0,0.999885053704143,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29,0,0,"http://rosettacode.org//wiki/Word_wrap",0,0.999885053704143,0,0
0,1,0,0,0,0,2,1,0,0,0,0,21,20,0,0,1,30.5714285714286,0,0,"http://rosettacode.org//wiki/Word_wrap",0,0.837087568297457,0.0128707480165709,0.150003097981233
0,0,0,2,0,0,11,1,1,1,0,0,67,49,18,0,0,30.9850746268657,0,0,"http://rosettacode.org//wiki/Monads/Writer_monad",0.0428424374683146,0.589727385212385,0.367566955459273,0
0,0,2,7,0,0,0,0,2,0,0,0,20,16,7,3,0,39.4,3,0,"http://rosettacode.org//wiki/XML/XPath",0.132605571301073,0.806250332024754,0.0612859825663708,0
0,0,0,2,2,0,11,2,0,0,0,0,24,24,0,0,0,21,0,1,"http://rosettacode.org//wiki/Y_combinator",0,0.924020243918646,0.0589182110317967,0.0169806554325843
0,0,0,0,1,0,4,0,0,0,0,0,9,9,0,0,0,19.4444444444444,0,1,"http://rosettacode.org//wiki/Y_combinator",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,2,2,0,5,0,0,0,0,0,15,15,0,0,0,22.8,0,1,"http://rosettacode.org//wiki/Y_combinator",0,0.959670789532972,0.0312303297593007,0.00900080738029323
0,0,0,0,1,0,2,0,0,0,0,0,5,5,0,0,0,18.2,0,1,"http://rosettacode.org//wiki/Y_combinator",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,1,0,2,0,0,0,0,0,5,5,0,0,0,20.6,0,1,"http://rosettacode.org//wiki/Y_combinator",0,0.999282506882221,0.000466017234305766,0.0001343095444144
4,0,0,7,1,0,4,4,5,0,0,0,57,51,15,9,0,38.3684210526316,9,4,"http://rosettacode.org//wiki/Yin_and_yang",0.366386707070777,0.46487690100681,0.15803062149961,0.0113014275092416
0,0,0,4,0,0,14,17,3,1,0,0,67,61,5,0,1,34.1044776119403,0,0,"http://rosettacode.org//wiki/Yin_and_yang",0,0.627168064314869,0.213760827168395,0.159132279043438
0,0,1,1,0,0,16,1,2,1,0,0,83,76,8,2,1,26.7228915662651,2,2.5,"http://rosettacode.org//wiki/Yin_and_yang",0.0685102911844481,0.500038861701778,0.265826113618648,0.165830971647105
7,0,1,4,0,0,6,0,0,1,0,0,29,27,2,0,0,21.7241379310345,0,1,"http://rosettacode.org//wiki/Zig-zag_matrix",0,0.893132143573606,0.0980500639090333,0.00875122075738868
0,0,0,0,0,0,11,0,1,0,0,0,59,25,34,0,0,38.3898305084746,0,0,"http://rosettacode.org//wiki/Zig-zag_matrix",0.121742956660127,0.414484212055501,0.464103089293022,0
0,0,0,0,0,0,0,1,0,0,0,0,7,7,0,0,0,16.5714285714286,0,0,"http://rosettacode.org//wiki/Zig-zag_matrix",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,2,1,2,1,8,5,0,2,0,0,57,51,8,2,0,22.9824561403509,2,2.5,"http://rosettacode.org//wiki/Fibonacci_word/fractal",0.0770261801029955,0.696973221121701,0.21781748188652,0.00830555339163121
1,0,0,3,0,0,2,0,0,0,0,0,7,7,0,0,0,26.7142857142857,0,0,"http://rosettacode.org//wiki/Non-decimal_radices/Output",0,0.99136016341237,0.00661887973930559,0.00190760911159041
